"Self Certification Test Report"
"Service\Protocol Name","Total","Failed","Passed"
"BootServicesTest\ImageServicesTest","122","0","122"
"Total service\Protocol","122","0","122"

"Service\Protocol Name","Index","Instance","Iteration","Guid","Result","Title","Runtime Information","Case Revision","Case GUID","Device Path","Logfile Name"

"Service\Protocol Name","Index","Instance","Iteration","Guid","Result","Title","Runtime Information","Case Revision","Case GUID"
BS_Code    000000003C186000-000000003C1A1FFF 000000000000001C 000000000000000F
BS_Data    000000003C1A2000-000000003C1BDFFF 000000000000001C 000000000000000F
BS_Code    000000003C1BE000-000000003C1F9FFF 000000000000003C 000000000000000F
BS_Data    000000003C1FA000-000000003C214FFF 000000000000001B 000000000000000F
BS_Code    000000003C215000-000000003C21CFFF 0000000000000008 000000000000000F
BS_Data    000000003C21D000-000000003C224FFF 0000000000000008 000000000000000F
BS_Code    000000003C225000-000000003C236FFF 0000000000000012 000000000000000F
BS_Data    000000003C237000-000000003C7A4FFF 000000000000056E 000000000000000F
BS_Code    000000003C7A5000-000000003C7C2FFF 000000000000001E 000000000000000F
BS_Data    000000003C7C3000-000000003C7C7FFF 0000000000000005 000000000000000F
BS_Code    000000003C7C8000-000000003C7CEFFF 0000000000000007 000000000000000F
BS_Data    000000003C7CF000-000000003C7D5FFF 0000000000000007 000000000000000F
BS_Code    000000003C7D6000-000000003C7E2FFF 000000000000000D 000000000000000F
BS_Data    000000003C7E3000-000000004EE6BFFF 0000000000012689 000000000000000F
Available  000000004EE6C000-000000004F200FFF 0000000000000395 000000000000000F
LoaderData 000000004F201000-000000004F26BFFF 000000000000006B 000000000000000F
Available  000000004F26C000-000000004F60BFFF 00000000000003A0 000000000000000F
LoaderCode 000000004F60C000-000000004F66BFFF 0000000000000060 000000000000000F
BS_Code    000000004F66C000-000000005266BFFF 0000000000003000 000000000000000F
ACPI_Recl  000000005266C000-000000005269BFFF 0000000000000030 000000000000000F
RT_Data    000000005269C000-00000000540DBFFF 0000000000001A40 800000000000000F
RT_Code    00000000540DC000-00000000542EBFFF 0000000000000210 800000000000000F
Available  00000000542EC000-0000000056D20FFF 0000000000002A35 000000000000000F
Reserved   0000000056D21000-0000000056EFDFFF 00000000000001DD 000000000000000F
ACPI_NVS   0000000056EFE000-0000000057FFDFFF 0000000000001100 000000000000000F
BS_Data    0000000057FFE000-00000000581FFFFF 0000000000000202 000000000000000F
Available  0000000058200000-00000000583BDFFF 00000000000001BE 000000000000000F
RT_Data    00000000583BE000-000000005843EFFF 0000000000000081 800000000000000F
BS_Data    000000005843F000-000000005845EFFF 0000000000000020 000000000000000F
BS_Code    000000005845F000-00000000585EFFFF 0000000000000191 000000000000000F
BS_Data    00000000585F0000-0000000058602FFF 0000000000000013 000000000000000F
BS_Code    0000000058603000-0000000058626FFF 0000000000000024 000000000000000F
BS_Data    0000000058627000-00000000588C0FFF 000000000000029A 000000000000000F
BS_Code    00000000588C1000-00000000588D0FFF 0000000000000010 000000000000000F
BS_Data    00000000588D1000-00000000588F0FFF 0000000000000020 000000000000000F
BS_Code    00000000588F1000-000000005890AFFF 000000000000001A 000000000000000F
BS_Data    000000005890B000-000000005890EFFF 0000000000000004 000000000000000F
BS_Code    000000005890F000-0000000058924FFF 0000000000000016 000000000000000F
BS_Data    0000000058925000-000000005D6FDFFF 0000000000004DD9 000000000000000F
BS_Code    000000005D6FE000-000000005D71DFFF 0000000000000020 000000000000000F
BS_Data    000000005D71E000-000000005D71EFFF 0000000000000001 000000000000000F
BS_Code    000000005D71F000-000000005E60FFFF 0000000000000EF1 000000000000000F
BS_Data    000000005E610000-000000005E668FFF 0000000000000059 000000000000000F
Available  000000005E669000-000000006F7FFFFF 0000000000011197 000000000000000F
Available  0000000100000000-000000807FFFFFFF 0000000007F80000 000000000000000F
Reserved   00000000000F0000-00000000000FFFFF 0000000000000010 0000000000001001
Reserved   000000006F800000-000000006FFFFFFF 0000000000000800 0000000000000008
Reserved   0000000070000000-0000000077BFFFFF 0000000000007C00 0000000000000009
Reserved   0000000077C00000-000000007FFFFFFF 0000000000008400 0000000000000008
MMIO       0000000080000000-000000008FFFFFFF 0000000000010000 8000000000000001
MMIO       00000000FE000000-00000000FE00FFFF 0000000000000010 8000000000000001
 
  Reserved  :         68,082 Pages (278,863,872 Bytes)
  LoaderCode:          4,360 Pages (17,858,560 Bytes)
  LoaderData:            107 Pages (438,272 Bytes)
  BS_Code   :         17,824 Pages (73,007,104 Bytes)
  BS_Data   :        104,661 Pages (428,691,456 Bytes)
  RT_Code   :            528 Pages (2,162,688 Bytes)
  RT_Data   :          6,849 Pages (28,053,504 Bytes)
  ACPI_Recl :             48 Pages (196,608 Bytes)
  ACPI_NVS  :          4,352 Pages (17,825,792 Bytes)
  MMIO      :         65,552 Pages (268,500,992 Bytes)
  MMIO_Port :              0 Pages (0 Bytes)
  PalCode   :              0 Pages (0 Bytes)
  Available :    134,010,837 Pages (548,908,388,352 Bytes)
  Persistent:              0 Pages (0 Bytes)
              -------------- 
Total Memory:        524,021 MB (549,476,622,336 Bytes)
pci
   Seg  Bus  Dev  Func
   ---  ---  ---  ----
    00   00   00    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A2 Prog Interface 0
    00   00   00    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A4 Prog Interface 0
    00   00   00    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A3 Prog Interface 0
    00   00   00    04 ==> Bridge Device - Host/PCI bridge
             Vendor 8086 Device 0998 Prog Interface 0
    00   00   01    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   00   01    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   00   01    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   00   01    03 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   00   01    04 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   00   01    05 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   00   01    06 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   00   01    07 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   00   02    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A6 Prog Interface 0
    00   00   02    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A7 Prog Interface 0
    00   00   02    04 ==> Non-Essential Instrumentation - Non-Essential Instrumentation Function
             Vendor 8086 Device 3456 Prog Interface 0
    00   00   10    00 ==> Simple Communications Controllers - Other communication device
             Vendor 8086 Device A1F8 Prog Interface 0
    00   00   10    01 ==> Simple Communications Controllers - Other communication device
             Vendor 8086 Device A1F9 Prog Interface 0
    00   00   10    04 ==> Simple Communications Controllers - Other communication device
             Vendor 8086 Device A1FC Prog Interface 0
    00   00   11    00 ==> Device does not fit in any defined classes - 
             Vendor 8086 Device A1EC Prog Interface 0
    00   00   11    01 ==> Device does not fit in any defined classes - 
             Vendor 8086 Device A1ED Prog Interface 0
    00   00   14    00 ==> Serial Bus Controllers - USB
             Vendor 8086 Device A1AF Prog Interface 30
    00   00   14    02 ==> Data Acquisition & Signal Processing Controllers - Other DAQ & SP controllers
             Vendor 8086 Device A1B1 Prog Interface 0
    00   00   16    00 ==> Simple Communications Controllers - Other communication device
             Vendor 8086 Device A1BA Prog Interface 0
    00   00   16    04 ==> Simple Communications Controllers - Other communication device
             Vendor 8086 Device A1BE Prog Interface 0
    00   00   1C    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device A190 Prog Interface 0
    00   00   1C    02 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device A192 Prog Interface 0
    00   00   1C    03 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device A193 Prog Interface 0
    00   00   1C    04 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device A194 Prog Interface 0
    00   00   1C    05 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device A195 Prog Interface 0
    00   00   1F    00 ==> Bridge Device - PCI/ISA bridge
             Vendor 8086 Device A1CB Prog Interface 0
    00   00   1F    02 ==> Memory Controller - Other memory controller
             Vendor 8086 Device A1A1 Prog Interface 0
    00   00   1F    05 ==> Serial Bus Controllers - Other bus type
             Vendor 8086 Device A1A4 Prog Interface 0
    00   01   00    00 ==> Base System Peripherals - Other system peripheral
             Vendor 103C Device 3306 Prog Interface 0
    00   01   00    01 ==> Display Controller - VGA/8514 controller
             Vendor 102B Device 0538 Prog Interface 0
    00   01   00    02 ==> Base System Peripherals - Other system peripheral
             Vendor 103C Device 3307 Prog Interface 0
    00   01   00    04 ==> Serial Bus Controllers - USB
             Vendor 103C Device 22F6 Prog Interface 20
    00   0E   00    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A2 Prog Interface 0
    00   0E   00    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A4 Prog Interface 0
    00   0E   00    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A3 Prog Interface 0
    00   0E   00    04 ==> Bridge Device - Host/PCI bridge
             Vendor 8086 Device 0998 Prog Interface 0
    00   0E   02    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347A Prog Interface 0
    00   0E   04    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347C Prog Interface 0
    00   2A   00    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A2 Prog Interface 0
    00   2A   00    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A4 Prog Interface 0
    00   2A   00    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A3 Prog Interface 0
    00   2A   00    04 ==> Bridge Device - Host/PCI bridge
             Vendor 8086 Device 0998 Prog Interface 0
    00   2A   02    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347A Prog Interface 0
    00   2B   00    00 ==> Network Controller - Ethernet controller
             Vendor 8086 Device 1521 Prog Interface 0
    00   2B   00    01 ==> Network Controller - Ethernet controller
             Vendor 8086 Device 1521 Prog Interface 0
    00   2B   00    02 ==> Network Controller - Ethernet controller
             Vendor 8086 Device 1521 Prog Interface 0
    00   2B   00    03 ==> Network Controller - Ethernet controller
             Vendor 8086 Device 1521 Prog Interface 0
    00   46   00    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A2 Prog Interface 0
    00   46   00    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A4 Prog Interface 0
    00   46   00    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A3 Prog Interface 0
    00   46   00    04 ==> Bridge Device - Host/PCI bridge
             Vendor 8086 Device 0998 Prog Interface 0
    00   46   02    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347A Prog Interface 0
    00   46   03    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347B Prog Interface 0
    00   46   04    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347C Prog Interface 0
    00   49   00    00 ==> Mass Storage Controller - Serial Attached SCSI (SAS) controller 
             Vendor 9005 Device 028F Prog Interface 0
    00   62   00    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A2 Prog Interface 0
    00   62   00    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A4 Prog Interface 0
    00   62   00    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A3 Prog Interface 0
    00   62   00    04 ==> Bridge Device - Host/PCI bridge
             Vendor 8086 Device 0998 Prog Interface 0
    00   62   02    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347A Prog Interface 0
    00   62   03    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347B Prog Interface 0
    00   62   04    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347C Prog Interface 0
    00   62   05    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347D Prog Interface 0
    00   80   00    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A2 Prog Interface 0
    00   80   00    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A4 Prog Interface 0
    00   80   00    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A3 Prog Interface 0
    00   80   00    04 ==> Bridge Device - Host/PCI bridge
             Vendor 8086 Device 0998 Prog Interface 0
    00   80   01    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   80   01    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   80   01    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   80   01    03 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   80   01    04 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   80   01    05 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   80   01    06 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   80   01    07 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 0B00 Prog Interface 0
    00   80   02    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A6 Prog Interface 0
    00   80   02    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A7 Prog Interface 0
    00   80   02    04 ==> Non-Essential Instrumentation - Non-Essential Instrumentation Function
             Vendor 8086 Device 3456 Prog Interface 0
    00   83   00    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A2 Prog Interface 0
    00   83   00    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A4 Prog Interface 0
    00   83   00    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A3 Prog Interface 0
    00   83   00    04 ==> Bridge Device - Host/PCI bridge
             Vendor 8086 Device 0998 Prog Interface 0
    00   83   02    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347A Prog Interface 0
    00   83   04    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347C Prog Interface 0
    00   A1   00    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A2 Prog Interface 0
    00   A1   00    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A4 Prog Interface 0
    00   A1   00    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A3 Prog Interface 0
    00   A1   00    04 ==> Bridge Device - Host/PCI bridge
             Vendor 8086 Device 0998 Prog Interface 0
    00   A1   02    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347A Prog Interface 0
    00   BF   00    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A2 Prog Interface 0
    00   BF   00    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A4 Prog Interface 0
    00   BF   00    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A3 Prog Interface 0
    00   BF   00    04 ==> Bridge Device - Host/PCI bridge
             Vendor 8086 Device 0998 Prog Interface 0
    00   BF   02    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347A Prog Interface 0
    00   DD   00    00 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A2 Prog Interface 0
    00   DD   00    01 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A4 Prog Interface 0
    00   DD   00    02 ==> Base System Peripherals - Other system peripheral
             Vendor 8086 Device 09A3 Prog Interface 0
    00   DD   00    04 ==> Bridge Device - Host/PCI bridge
             Vendor 8086 Device 0998 Prog Interface 0
    00   DD   02    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347A Prog Interface 0
    00   DD   03    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347B Prog Interface 0
    00   DD   04    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347C Prog Interface 0
    00   DD   05    00 ==> Bridge Device - PCI/PCI bridge
             Vendor 8086 Device 347D Prog Interface 0
ver
HPE Embedded UEFI Shell v2.2 (Debug Mode)
(C) Copyright 1982-2021 Hewlett Packard Enterprise Development LP
UEFI v2.70 (HPE, 0x00012800)
HPE ProLiant System ROM U50 v1.40 (03/24/2021)
dh -v
Handle dump
01: LoadedImage(584A4008)      Name..........: DxeCore
     Revision......: 0x00001000
     ParentHandle..: 0
     SystemTable...: 540DB018
     DeviceHandle..: 4ED96D98
     FilePath......: FvFile(D6A2CB7F-6A18-4E2F-B43B-9920A733700A)
     PdbFileName...: e:\github\uefi-release-repos\gnext\Build\U50Pkg\DEBUG_VS2015\X64\MdeModulePkg\Core\Dxe\DxeMain\DEBUG\DxeCore.pdb
     OptionsSize...: 0
     LoadOptions...: 0
     ImageBase.....: 5845F000
     ImageSize.....: 166000
     CodeType......: EfiBootServicesCode
     DataType......: EfiBootServicesData
     Unload........: 0 
02: C85D06BE-5F75-48CE-A80F-1236BA3B87B1(584A4CC0) 
03: Decompress(584A3BA8) 
04: FirmwareVolume2(4ED46B30) DevicePath(4EDA2698)   Fv(E1792FD6-4E44-DCBD-9C2C-438C1E1B1723) FirmwareVolumeBlock(4EDA25B0) 
05: FirmwareVolume2(4ED46230) DevicePath(4ED9EF98)   Fv(5A515240-D1F1-4C58-9590-27B1F0E86827) FirmwareVolumeBlock(4EDA22B0) 
06: FirmwareVolume2(4ED45030) DevicePath(4ED9ED98)   Fv(2957631F-48E5-76DF-32E7-E499A9DE452A) FirmwareVolumeBlock(4ED9EC30) 
07: FirmwareVolume2(4ED45930) DevicePath(4ED9E998)   Fv(A810022F-123D-4236-ACED-4BF87915FC38) FirmwareVolumeBlock(4ED9E830) 
08: FirmwareVolume2(4ED45C30) DevicePath(4ED9E518)   Fv(7EBF5AB8-525E-417C-9B6B-5EF367856954) FirmwareVolumeBlock(4ED9E6B0) 
09: DevicePath(4ED9DF18)   MemoryMapped(0xB,0x97830000,0x9787FFFF) FirmwareVolumeBlock(4ED9E3B0) 
0A: FirmwareVolume2(4ED33B30) DevicePath(4ED9D998)   Fv(6522280D-28F9-4131-ADC4-F40EBFA45864) FirmwareVolumeBlock(4ED9DBB0) 
0B: FirmwareVolume2(4ED248B0) DevicePath(4ED9D918)   Fv(42C8D778-6119-41A5-A49C-2499CC0F16B2) FirmwareVolumeBlock(4ED9D330) 
0C: FirmwareVolume2(4ED21130) DevicePath(4ED9D618)   Fv(F5669B18-B043-4590-ABB7-3673A079E3E4) FirmwareVolumeBlock(4ED9D4B0) 
0D: FirmwareVolume2(4ED21230) DevicePath(4ED9CE98)   Fv(27A72E80-3118-4C0C-8673-AA5B4EFA9613) FirmwareVolumeBlock(4ED9CB30) 
0E: FirmwareVolume2(4ED20F30) DevicePath(4ED9CA98)   Fv(C7997AB4-66E8-424C-8074-76147CA0A436) FirmwareVolumeBlock(4ED9C0B0) 
0F: FirmwareVolume2(4ED1F330) DevicePath(4ED9C718)   MemoryMapped(0xB,0xFF8B0000,0xFF9AFFFF) FirmwareVolumeBlock(4ED9C630) 
10: FirmwareVolume2(4ED1EE30) DevicePath(4ED96018)   Fv(B7C9F0CB-15D8-26FC-CA3F-C63947B12831) FirmwareVolumeBlock(4ED9C4B0) 
11: FirmwareVolume2(4ED1DC30) DevicePath(4ED96B98)   Fv(CDBB7B35-6833-4ED6-9AB2-57D2ACDDF6F0) FirmwareVolumeBlock(4ED96C30) 
12: FirmwareVolume2(4ED0C830) DevicePath(4ED96598)   Fv(C4D3B0E2-FB26-44F8-A05B-E95895FCB960) FirmwareVolumeBlock(4ED960B0) 
13: FirmwareVolume2(4ED0C230) DevicePath(4ED96918)   Fv(03E25550-89A5-4EE6-AF60-DB0553D91FD2) FirmwareVolumeBlock(4ED966B0) 
14: FirmwareVolume2(4ED0B030) DevicePath(4ED49F98)   Fv(AD262F8D-BDED-4668-A8D4-8BC73516652F) FirmwareVolumeBlock(4ED49E30) 
15: FirmwareVolume2(4ED0B130) DevicePath(4ED49A98)   Fv(E09832B5-6E49-4D9E-BA8A-1538D28D1F44) FirmwareVolumeBlock(4ED49730) 
16: D42AE6BD-1352-4BFB-909A-CA72A6EAE889(584A49E0) FC1BCDB0-7D31-49AA-936A-A4600D9DD083(584A49E0) 
17: ImageDevicePath(4B777D18)   Fv(CDBB7B35-6833-4ED6-9AB2-57D2ACDDF6F0)/FvFile(80CF7257-87AB-47F9-A3FE-D50B76D89541) LoadedImage(4B777040)      Name..........: PcdDxe
     Revision......: 0x00001000
     ParentHandle..: 4EE6BF98
     SystemTable...: 540DB018
     DeviceHandle..: 4ED96D98
     FilePath......: FvFile(80CF7257-87AB-47F9-A3FE-D50B76D89541)
     PdbFileName...: e:\github\uefi-release-repos\gnext\Build\U50Pkg\DEBUG_VS2015\X64\MdeModulePkg\Universal\PCD\Dxe\Pcd\DEBUG\PcdDxe.pdb
     OptionsSize...: 0
     LoadOptions...: 0
     ImageBase.....: 52664000
     ImageSize.....: 7140
     CodeType......: EfiBootServicesCode
     DataType......: EfiBootServicesData
     Unload........: 0 
18: GetPcdInfo(5266A828) GetPcdInfoProtocol(5266A810) Pcd(5266A780) Pcd(5266A680) 
19: ImageDevicePath(4B77BF18)   Fv(CDBB7B35-6833-4ED6-9AB2-57D2ACDDF6F0)/FvFile(267E2234-F493-4565-9627-94D393AA85F7) LoadedImage(4B77B040)      Name..........: HpVariableCacheDxe
     Revision......: 0x00001000
     ParentHandle..: 4EE6BF98
     SystemTable...: 540DB018
     DeviceHandle..: 4ED96D98
     FilePath......: FvFile(267E2234-F493-4565-9627-94D393AA85F7)
     PdbFileName...: e:\github\uefi-release-repos\gnext\Build\U50Pkg\DEBUG_VS2015\X64\HpIntelPkg\Universal\HpVariableCache\Dxe\HpVariableCacheDxe\DEBUG\HpVariableCacheDxe.pdb
     OptionsSize...: 0
     LoadOptions...: 0
     ImageBase.....: 542E0000
     ImageSize.....: C000
     CodeType......: EfiRuntimeServicesCode
     DataType......: EfiRuntimeServicesData
     Unload........: 0 
1A: ImageDevicePath(4B77AF18)   Fv(CDBB7B35-6833-4ED6-9AB2-57D2ACDDF6F0)/FvFile(AC989FB1-F943-4207-8262-5141B83CBD9C) LoadedImage(4B77B640)      Name..........: HpAccessIntelVariableNameDxe
     Revision......: 0x00001000
     ParentHandle..: 4EE6BF98
     SystemTable...: 540DB018
     DeviceHandle..: 4ED96D98
     FilePath......: FvFile(AC989FB1-F943-4207-8262-5141B83CBD9C)
     PdbFileName...: e:\github\uefi-release-repos\gnext\Build\U50Pkg\DEBUG_VS2015\X64\HpIntelPkg\Universal\HpAccessIntelVariableName\Dxe\HpAccessIntelVariableNameDxe\DEBUG\HpAccessIntelVariableNameDxe.pdb
     OptionsSize...: 0
     LoadOptions...: 0
     ImageBase.....: 542D8000
     ImageSize.....: 8000
     CodeType......: EfiRuntimeServicesCode
     DataType......: EfiRuntimeServicesData
     Unload........: 0 
1B: 3BCA0244-DAF5-4C08-B9EB-281584A02DFF(542DC0A0) 
1C: ImageDevicePath(4B77A998)   Fv(CDBB7B35-6833-4ED6-9AB2-57D2ACDDF6F0)/FvFile(41FA68EA-3AF0-458B-AFD5-1EEFE9DD6F66) LoadedImage(4B77A140)      Name..........: CsrPseudoOffsetInitDxe
     Revision......: 0x00001000
     ParentHandle..: 4EE6BF98
     SystemTable...: 540DB018
     DeviceHandle..: 4ED96D98
     FilePath......: FvFile(41FA68EA-3AF0-458B-AFD5-1EEFE9DD6F66)
     PdbFileName...: e:\github\uefi-release-repos\gnext\Build\U50Pkg\DEBUG_VS2015\X64\ServerSiliconPkg\Universal\Dxe\CsrPseudoOffsetInit\CsrPseudoOffsetInitDxe\DEBUG\CsrPseudoOffsetInitDxe.pdb
     OptionsSize...: 0
     LoadOptions...: 0
     ImageBase.....: 542D0000
     ImageSize.....: 8000
     CodeType......: EfiRuntimeServicesCode
     DataType......: EfiRuntimeServicesData
     Unload........: 0 
1D: 07E53E7B-E480-480D-B74D-21AE179B7178(56EFD000) 
1E: ImageDevicePath(4B779B18)   Fv(CDBB7B35-6833-4ED6-9AB2-57D2ACDDF6F0)/FvFile(FE9AF6AA-17F9-4A67-B009-E37579385DE5) LoadedImage(4B779140)      Name..........: SiliconDataInitDxe
     Revision......: 0x00001000
     ParentHandle..: 4EE6BF98
     SystemTable...: 540DB018
     DeviceHandle..: 4ED96D98
     FilePath......: FvFile(FE9AF6AA-17F9-4A67-B009-E37579385DE5)
     PdbFileName...: e:\github\uefi-release-repos\gnext\Build\U50Pkg\DEBUG_VS2015\X64\ServerSiliconPkg\Universal\Dxe\SiliconDataInit\SiliconDataInitDxe\DEBUG\SiliconDataInitDxe.pdb
     OptionsSize...: 0
     LoadOptions...: 0
     ImageBase.....: 542C8000
     ImageSize.....: 8000
     CodeType......: EfiRuntimeServicesCode
     DataType......: EfiRuntimeServicesData
     Unload........: 0 
1F: B131595A-3CB3-4C68-9243-2C8A081E7889(56EFB000) 83E72B1E-6842-407C-96C3-6BDEE8255034(56EFC000) 
20: ImageDevicePath(4B778E18)   Fv(CDBB7B35-6833-4ED6-9AB2-57D2ACDDF6F0)/FvFile(56D60EE4-5CCF-485C-BBBB-FEDAE2B24146) LoadedImage(4B778040)      Name..........: RegAccessDxe
     Revision......: 0x00001000
     ParentHandle..: 4EE6BF98
     SystemTable...: 540DB018
     DeviceHandle..: 4ED96D98
     FilePath......: FvFile(56D60EE4-5CCF-485C-BBBB-FEDAE2B24146)
     PdbFileName...: e:\github\uefi-release-repos\gnext\Build\U50Pkg\DEBUG_VS2015\X64\CpRcPkg\Universal\RegAccess\Dxe\RegAccess\DEBUG\RegAccessDxe.pdb
     OptionsSize...: 0
     LoadOptions...: 0
     ImageBase.....: 542B9000
     ImageSize.....: F000
     CodeType......: EfiRuntimeServicesCode
     DataType......: EfiRuntimeServicesData
     Unload........: 0 
21: 76C8DFCE-9908-4FC2-982F-6C0302DC2F6C(542B8000) 
22: FD480A76-B134-4EF7-ADFE-B0E054639807(542C4120) 
23: ImageDevicePath(4B71E018)   Fv(CDBB7B35-6833-4ED6-9AB2-57D2ACDDF6F0)/FvFile(B5EBE35F-E80E-445F-96D9-D1398B86D678) LoadedImage(4B778440)      Name..........: HpImlDataExtractDxe
     Revision......: 0x00001000
     ParentHandle..: 4EE6BF98
     SystemTable...: 540DB018
     DeviceHandle..: 4ED96D98
     FilePath......: FvFile(B5EBE35F-E80E-445F-96D9-D1398B86D678)
     PdbFileName...: e:\github\uefi-release-repos\gnext\Build\U50Pkg\DEBUG_VS2015\X64\HpServerPkg\Universal\HpImlDataExtract\HpImlDataExtractDxe\DEBUG\HpImlDataExtractDxe.pdb
     OptionsSize...: 0
     LoadOptions...: 0
     ImageBase.....: 52636000
     ImageSize.....: 2DDE0
     CodeType......: EfiBootServicesCode
     DataType......: EfiBootServicesData
     Unload........: 52636354 
24: 65FF5F50-6E9A-4F9B-84DC-9BA3E56007B8(4B71EC98) 
25: ImageDevicePath(4B71EA18)   Fv(CDBB7B35-6833-4ED6-9AB2-57D2ACDDF6F0)/FvFile(03FEC9A1-40AC-6262-0B2C-A7908BC4348B) LoadedImage(4B71E0C0)      Name..........: HpBiosEventExtractDxe
     Revision......: 0x00001000
     ParentHandle..: 4EE6BF98
     SystemTable...: 540DB018
     DeviceHandle..: 4ED96D98
